TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  150.41  100.61  176.25  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
  155.98    1.65 -162.03   0.0003500
TEXTURE AT STRAIN =    0.8500
   2.100   3.281   0.125  <-- length of phase ellipsoid axes
  -54.34    1.28 -174.96  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
  149.47    1.76 -155.53   0.0003500
